timestamp,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes,attack,info,label
2025-11-20T07:55:52.549065+00:00,10.39.210,11.8.109.143,2283,8080,UDP,DENY,6984,,,0
2025-11-20T07:56:02.389065+00:00,172.16.117.190,94.59.139.191,64463,35213,UDP,ALLOW,11132,,,0
2025-11-20T07:56:02.531065+00:00,122.72.87.107,194.108.90.42,57585,80,UDP,ALLOW,3337,,,0
2025-11-20T07:56:13.252065+00:00,145.178.194.176,14.249.53.171,53999,8080,ICMP,ALLOW,6770,,,0
2025-11-20T07:56:12.607065+00:00,192.168.36.6,170.116.170.209,37756,80,UDP,ALLOW,3788,,,0
2025-11-20T07:56:12.799065+00:00,10.104.166,215.41.161.208,25068,25060,UDP,ALLOW,11538,,,0
2025-11-20T07:56:22.799065+00:00,192.168.104.51,40.128.53.97,27871,443,ICMP,ALLOW,3639,,,0
2025-11-20T07:56:32.544065+00:00,172.16.226.245,207.194.230.74,12729,80,ICMP,ALLOW,6686,,,0
2025-11-20T07:56:33.160065+00:00,192.168.21.66,64.150.200.57,45338,22525,TCP,ALLOW,8233,,,0
2025-11-20T07:56:32.953065+00:00,192.168.40.97,181.97.160.108,5683,8080,TCP,ALLOW,5272,,,0
2025-11-20T07:56:42.393065+00:00,192.168.251.45,239.198.132.233,12530,80,TCP,DENY,3967,,,0
2025-11-20T07:56:42.632065+00:00,10.182.235,29.236.88.129,7909,3389,TCP,ALLOW,3487,,,0
2025-11-20T07:56:53.050065+00:00,192.168.49.84,157.203.41.143,46801,35997,TCP,DENY,6710,,,0
2025-11-20T07:56:52.392065+00:00,172.16.49.123,131.232.185.117,48925,64852,UDP,ALLOW,917,,,0
2025-11-20T07:57:02.659065+00:00,10.183.211,121.118.132.59,39691,53,UDP,ALLOW,433,,,0
2025-11-20T07:57:02.411065+00:00,10.217.157,118.47.134.221,4964,3306,UDP,ALLOW,11528,,,0
2025-11-20T07:57:12.932065+00:00,192.168.76.136,17.9.242.176,23046,3389,ICMP,ALLOW,4810,,,0
2025-11-20T07:57:12.968065+00:00,164.19.124.196,102.210.21.214,9373,3306,ICMP,DENY,4406,,,0
2025-11-20T07:57:22.678065+00:00,10.160.172,166.208.130.53,9259,3306,ICMP,ALLOW,8077,,,0
2025-11-20T07:57:22.728065+00:00,192.168.196.121,148.210.72.194,36857,80,TCP,DENY,1119,,,0
2025-11-20T07:57:32.753065+00:00,10.131.23,196.26.227.186,60837,3389,TCP,ALLOW,7537,,,0
2025-11-20T07:57:33.269065+00:00,172.16.183.100,51.99.93.120,53731,22,TCP,ALLOW,7806,,,0
2025-11-20T07:57:42.372065+00:00,192.168.212.15,220.222.201.67,1315,8080,ICMP,ALLOW,11138,,,0
2025-11-20T07:57:43.017065+00:00,192.168.220.106,201.94.233.88,13539,55001,TCP,ALLOW,11086,,,0
2025-11-20T07:57:52.734065+00:00,192.168.111.224,136.116.11.39,37797,42235,TCP,DENY,2289,,,0
2025-11-20T07:57:52.895065+00:00,172.16.240.95,109.244.198.172,32814,54725,ICMP,ALLOW,11365,,,0
2025-11-20T07:57:52.831065+00:00,85.186.147.181,215.129.37.89,41191,62572,TCP,ALLOW,904,,,0
2025-11-20T07:58:02.680065+00:00,192.168.53.143,50.217.249.154,63917,8080,TCP,ALLOW,7484,,,0
2025-11-20T07:58:03.274065+00:00,139.61.253.83,76.26.11.185,11680,443,ICMP,ALLOW,2995,,,0
2025-11-20T07:58:02.693065+00:00,192.168.115.163,127.230.194.207,33398,41174,ICMP,ALLOW,8031,,,0
2025-11-20T07:58:12.590065+00:00,184.156.202.227,169.193.142.51,44151,1433,ICMP,ALLOW,5581,,,0
2025-11-20T07:58:12.936065+00:00,192.168.231.131,243.157.227.20,20998,3389,TCP,ALLOW,3246,,,0
2025-11-20T07:58:12.546065+00:00,172.16.225.255,162.91.62.171,33172,65219,TCP,ALLOW,3665,,,0
2025-11-20T07:58:22.427065+00:00,205.41.99.107,127.121.113.84,53002,8080,TCP,ALLOW,1303,,,0
2025-11-20T07:58:22.409065+00:00,18.128.252.65,230.95.158.82,30540,1433,ICMP,ALLOW,2446,,,0
2025-11-20T07:58:23.275065+00:00,248.112.72.142,249.39.198.189,14740,47796,ICMP,ALLOW,6709,,,0
2025-11-20T07:58:33.040065+00:00,186.239.170.18,35.134.183.247,54273,22,ICMP,DENY,830,,,0
2025-11-20T07:58:42.537065+00:00,192.168.13.32,152.224.101.57,47994,1433,UDP,ALLOW,1349,,,0
2025-11-20T07:58:52.382065+00:00,245.227.50.228,117.21.67.147,12161,8080,ICMP,DENY,10934,,,0
2025-11-20T07:58:52.956065+00:00,10.94.43,24.175.136.134,11811,27820,TCP,ALLOW,6769,,,0
2025-11-20T07:59:03.001065+00:00,55.13.85.196,173.104.81.117,56287,56437,ICMP,ALLOW,8151,,,0
2025-11-20T07:59:02.451065+00:00,192.168.16.243,44.21.245.226,5965,3389,UDP,DENY,687,,,0
2025-11-20T07:59:02.548065+00:00,172.16.6.87,99.227.79.179,6648,32025,ICMP,ALLOW,573,,,0
2025-11-20T07:59:13.293065+00:00,134.68.70.219,123.71.100.141,29877,3389,ICMP,ALLOW,10460,,,0
2025-11-20T07:59:12.777065+00:00,172.16.168.229,165.167.138.83,36435,9878,ICMP,ALLOW,9940,,,0
2025-11-20T07:59:12.416065+00:00,192.168.240.164,251.225.138.64,4452,3306,ICMP,DENY,9453,,,0
2025-11-20T07:59:22.817065+00:00,172.16.27.80,41.238.114.166,47059,3389,UDP,ALLOW,8763,,,0
2025-11-20T07:59:32.777065+00:00,192.168.218.20,145.65.2.146,5899,53,UDP,DENY,266,,,0
2025-11-20T07:59:42.774065+00:00,10.159.192,186.84.83.221,27598,3306,ICMP,ALLOW,5659,,,0
2025-11-20T07:59:52.902065+00:00,172.16.250.27,82.123.173.98,15371,8080,UDP,ALLOW,6179,,,0
2025-11-20T07:59:52.612065+00:00,10.18.173,157.223.182.15,25536,27008,TCP,ALLOW,814,,,0
2025-11-20T08:00:03.160065+00:00,172.16.115.234,98.28.141.196,32486,22,UDP,ALLOW,5437,,,0
2025-11-20T08:00:03.311065+00:00,192.168.66.22,103.153.166.50,45532,49401,TCP,ALLOW,7884,,,0
2025-11-20T08:00:03.089065+00:00,172.16.209.36,150.243.95.109,20220,3306,ICMP,DENY,1171,,,0
2025-11-20T08:00:12.716065+00:00,172.16.131.27,43.110.206.122,19827,80,TCP,ALLOW,9290,,,0
2025-11-20T08:00:13.077065+00:00,12.229.17.94,80.33.249.113,57692,22,UDP,ALLOW,7228,,,0
2025-11-20T08:00:23.133065+00:00,10.105.74,163.87.205.220,55265,443,ICMP,ALLOW,6398,,,0
2025-11-20T08:00:22.395065+00:00,172.16.105.39,49.252.243.250,53572,51971,TCP,ALLOW,2912,,,0
2025-11-20T08:00:23.267065+00:00,10.14.30,215.40.18.164,17073,8080,ICMP,ALLOW,10135,,,0
2025-11-20T08:00:32.336065+00:00,192.168.223.202,28.123.14.32,18867,40588,ICMP,ALLOW,3285,,,0
2025-11-20T08:00:32.492065+00:00,192.168.23.62,134.64.212.22,12579,8080,TCP,ALLOW,1923,,,0
2025-11-20T08:00:32.565065+00:00,172.16.211.14,168.194.234.163,9048,64797,ICMP,ALLOW,3211,,,0
2025-11-20T08:00:42.757065+00:00,10.24.115,164.48.204.128,34229,60,UDP,DENY,2925,port_scan,port-scan dst=164.48.204.128:60,1
2025-11-20T08:00:42.583065+00:00,10.24.115,6.110.124.147,28151,93,ICMP,ALLOW,8770,port_scan,port-scan dst=6.110.124.147:93,1
2025-11-20T08:00:43.298065+00:00,10.24.115,251.64.9.88,7408,77,TCP,DENY,11152,port_scan,port-scan dst=251.64.9.88:77,1
2025-11-20T08:00:43.299065+00:00,10.24.115,42.86.140.68,36248,873,UDP,ALLOW,11396,port_scan,port-scan dst=42.86.140.68:873,1
2025-11-20T08:00:43.300065+00:00,10.24.115,236.166.9.40,41310,941,UDP,ALLOW,4522,port_scan,port-scan dst=236.166.9.40:941,1
2025-11-20T08:00:43.301065+00:00,10.24.115,58.115.5.3,14851,303,ICMP,ALLOW,11588,port_scan,port-scan dst=58.115.5.3:303,1
2025-11-20T08:00:43.302065+00:00,10.24.115,24.28.75.197,54821,374,ICMP,ALLOW,3037,port_scan,port-scan dst=24.28.75.197:374,1
2025-11-20T08:00:43.303065+00:00,10.24.115,31.165.175.56,27802,800,UDP,ALLOW,10054,port_scan,port-scan dst=31.165.175.56:800,1
2025-11-20T08:00:43.304065+00:00,10.24.115,34.192.180.253,20374,762,ICMP,ALLOW,938,port_scan,port-scan dst=34.192.180.253:762,1
2025-11-20T08:00:43.305065+00:00,10.24.115,131.127.159.143,40559,560,UDP,ALLOW,5335,port_scan,port-scan dst=131.127.159.143:560,1
2025-11-20T08:00:53.121065+00:00,102.254.152.66,247.168.172.58,45052,80,ICMP,ALLOW,54,,,0
2025-11-20T08:00:53.028065+00:00,172.16.222.209,211.183.194.245,15355,443,ICMP,ALLOW,2664,,,0
