timestamp,sourceIP,destinationIP,source port,destination port,Protocol,traffic type
2026-07-07T14:51:07.659Z,192.168.60.77,151.101.1.140,64693,80,TCP,http
2026-07-07T14:51:08.002Z,192.168.88.158,93.184.216.34,59297,444,TCP,https
2026-07-07T14:51:08.324Z,10.245.194.76,104.16.132.229,50277,80,TCP,http
2026-07-07T14:51:08.663Z,192.168.31.63,93.184.216.34,65457,442,TCP,https
2026-07-07T14:51:09.005Z,172.21.222.44,185.125.190.58,49780,1883,TCP,mqtt
2026-07-07T14:51:09.326Z,192.168.92.115,93.184.216.34,62604,443,TCP,https
2026-07-07T14:51:09.667Z,192.168.91.103,9.9.9.9,55695,54,UDP,dns_udp
2026-07-07T14:51:10.000Z,172.16.226.156,151.101.1.140,49196,79,TCP,http
2026-07-07T14:51:10.329Z,10.235.79.160,151.101.1.140,49178,442,TCP,https
2026-07-07T14:51:10.678Z,10.147.184.198,104.16.132.229,61348,442,TCP,https
2026-07-07T14:51:10.997Z,10.84.251.63,104.16.132.229,52864,79,TCP,http
2026-07-07T14:51:11.347Z,172.20.174.173,93.184.216.34,63005,80,TCP,http
2026-07-07T14:51:11.677Z,192.168.136.134,104.16.132.229,51430,80,TCP,http
2026-07-07T14:51:12.006Z,172.30.26.215,8.8.4.4,57960,53,UDP,dns_udp
2026-07-07T14:51:12.346Z,192.168.123.212,192.168.167.136,59129,636,TCP,ldaps
2026-07-07T14:51:12.683Z,10.155.173.154,192.168.108.197,54499,389,TCP,ldap
2026-07-07T14:51:13.297Z,10.34.247.184,8.8.4.4,51422,53,UDP,dns_udp
2026-07-07T14:51:13.636Z,10.187.98.108,93.184.216.34,57869,80,TCP,http
2026-07-07T14:51:13.967Z,172.24.184.181,93.184.216.34,57930,80,TCP,http
2026-07-07T14:51:14.312Z,192.168.230.179,93.184.216.34,54830,443,TCP,https
2026-07-07T14:51:14.643Z,10.147.128.74,10.168.86.254,60275,443,TCP,https
2026-07-07T14:51:14.975Z,192.168.212.215,9.9.9.9,55829,53,UDP,dns_udp
2026-07-07T14:51:15.303Z,10.78.49.253,74.125.200.100,58855,21,TCP,ftp
2026-07-07T14:51:15.630Z,192.168.159.136,185.125.190.58,0,0,ICMP,icmp
2026-07-07T14:51:15.968Z,10.221.191.186,10.106.218.225,53097,53,UDP,dns_udp
2026-07-07T14:51:17.087Z,10.227.109.77,1.0.0.1,0,0,ICMP,icmp
2026-07-07T14:51:17.415Z,172.27.105.217,192.168.211.18,54665,636,TCP,ldaps
2026-07-07T14:51:17.760Z,172.31.108.52,8.8.4.4,49752,54,UDP,dns_udp
2026-07-07T14:51:18.087Z,10.192.179.253,151.101.1.140,53514,443,TCP,https
2026-07-07T14:51:18.418Z,192.168.114.176,185.125.190.58,0,0,ICMP,icmp
2026-07-07T14:51:18.760Z,192.168.177.209,151.101.1.140,49390,443,TCP,https
2026-07-07T14:51:19.089Z,192.168.2.95,8.8.4.4,52713,53,UDP,dns_udp
2026-07-07T14:51:19.404Z,10.23.201.134,13.107.42.14,59238,20,TCP,ftp
2026-07-07T14:51:19.737Z,10.64.213.204,93.184.216.34,64687,80,TCP,http
2026-07-07T14:51:20.068Z,10.217.39.25,1.0.0.1,0,0,ICMP,icmp
2026-07-07T14:51:20.388Z,192.168.43.211,8.8.8.8,63106,53,UDP,dns_udp
2026-07-07T14:51:20.721Z,192.168.142.143,104.16.132.229,61316,443,TCP,https
2026-07-07T14:51:21.040Z,172.26.17.207,8.8.8.8,57521,53,UDP,dns_udp
2026-07-07T14:51:21.375Z,172.18.222.29,93.184.216.34,58048,444,TCP,https
2026-07-07T14:51:21.702Z,10.96.207.18,192.168.142.252,53350,5432,TCP,postgresql
2026-07-07T14:51:22.279Z,172.26.25.35,93.184.216.34,53594,80,TCP,http
2026-07-07T14:51:22.610Z,172.25.149.166,151.101.1.140,62361,442,TCP,https
2026-07-07T14:51:22.938Z,10.73.188.153,104.16.132.229,50355,444,TCP,https
2026-07-07T14:51:23.268Z,172.29.109.100,192.168.47.152,61940,161,UDP,snmp
2026-07-07T14:51:23.608Z,10.204.174.168,192.168.144.166,55047,443,TCP,https
2026-07-07T14:51:23.938Z,10.172.96.144,151.101.1.140,52715,443,TCP,https
2026-07-07T14:51:24.253Z,172.17.17.95,93.184.216.34,57808,443,TCP,https
2026-07-07T14:51:24.596Z,192.168.163.231,216.239.35.0,50193,123,UDP,ntp
2026-07-07T14:51:24.923Z,192.168.140.163,151.101.1.140,57626,443,TCP,https
2026-07-07T14:51:25.249Z,10.194.248.182,9.9.9.9,57880,52,UDP,dns_udp
2026-07-07T14:51:25.578Z,192.168.132.178,104.16.132.229,57514,443,TCP,https
2026-07-07T14:51:25.906Z,172.22.253.140,192.168.66.5,55137,88,UDP,kerberos
2026-07-07T14:51:26.223Z,192.168.183.254,192.168.150.83,58385,388,TCP,ldap
2026-07-07T14:51:26.564Z,192.168.135.191,151.101.1.140,57353,443,TCP,https
2026-07-07T14:51:26.884Z,192.168.23.170,151.101.1.140,55185,80,TCP,http
2026-07-07T14:51:27.213Z,172.16.225.2,151.101.1.140,55267,443,TCP,https
2026-07-07T14:51:27.552Z,10.58.88.222,151.101.1.140,58780,80,TCP,http
2026-07-07T14:51:27.884Z,10.197.219.17,104.16.132.229,63787,80,TCP,http
2026-07-07T14:51:28.218Z,192.168.233.51,172.19.163.207,55171,52,UDP,dns_udp
2026-07-07T14:51:28.563Z,192.168.153.7,104.16.132.229,52589,444,TCP,https
2026-07-07T14:51:28.891Z,10.244.230.53,192.168.11.211,60810,446,TCP,smb
2026-07-07T14:51:29.228Z,10.155.14.186,93.184.216.34,64932,80,TCP,http
2026-07-07T14:51:29.575Z,192.168.242.119,93.184.216.34,60919,81,TCP,http
2026-07-07T14:51:29.908Z,172.28.204.124,104.16.132.229,59276,443,TCP,https
2026-07-07T14:51:30.244Z,172.27.167.126,185.125.190.58,65474,142,TCP,imap
2026-07-07T14:51:30.588Z,10.194.81.192,9.9.9.9,64103,54,UDP,dns_udp
2026-07-07T14:51:30.953Z,192.168.192.146,1.0.0.1,50972,992,TCP,imaps
2026-07-07T14:51:31.289Z,10.110.164.138,172.16.135.133,52657,636,TCP,ldaps
2026-07-07T14:51:31.889Z,172.27.132.10,1.1.1.1,55500,53,UDP,dns_udp
2026-07-07T14:51:32.206Z,192.168.179.11,31.13.71.36,0,0,ICMP,icmp
2026-07-07T14:51:32.545Z,172.22.105.89,10.35.70.107,56432,3388,TCP,rdp
2026-07-07T14:51:32.894Z,10.39.104.139,151.101.1.140,65311,80,TCP,http
2026-07-07T14:51:33.232Z,10.124.150.210,8.8.4.4,52333,53,UDP,dns_udp
2026-07-07T14:51:33.583Z,192.168.193.5,151.101.1.140,59671,80,TCP,http
2026-07-07T14:51:33.898Z,172.21.35.39,104.16.132.229,64125,443,TCP,https
2026-07-07T14:51:34.231Z,10.14.65.236,208.67.222.222,57667,22,TCP,ssh
2026-07-07T14:51:34.550Z,172.19.212.23,172.25.96.159,58720,3390,TCP,rdp
2026-07-07T14:51:34.895Z,172.26.65.146,151.101.1.140,64228,442,TCP,https
2026-07-07T14:51:35.230Z,172.27.167.62,31.13.71.36,53101,25,TCP,smtp
2026-07-07T14:51:35.545Z,172.31.64.212,151.101.1.140,53571,81,TCP,http
2026-07-07T14:51:35.883Z,172.20.18.152,151.101.1.140,61162,443,TCP,https
2026-07-07T14:51:36.221Z,172.28.61.60,104.16.132.229,64460,443,TCP,https
2026-07-07T14:51:36.555Z,192.168.70.47,104.16.132.229,63521,444,TCP,https
2026-07-07T14:51:36.872Z,10.55.141.87,93.184.216.34,50498,443,TCP,https
2026-07-07T14:51:37.216Z,10.5.58.83,104.16.132.229,52863,81,TCP,http
2026-07-07T14:51:37.540Z,192.168.14.30,8.8.8.8,54678,53,TCP,dns_tcp
2026-07-07T14:51:37.853Z,10.227.93.119,1.1.1.1,55273,53,UDP,dns_udp
2026-07-07T14:51:38.186Z,172.27.49.1,104.16.132.229,58802,80,TCP,http
2026-07-07T14:51:38.523Z,172.16.165.178,172.26.170.248,55441,23,TCP,ssh
2026-07-07T14:51:38.852Z,192.168.2.227,151.101.1.140,50216,80,TCP,http
2026-07-07T14:51:39.183Z,192.168.17.174,93.184.216.34,59138,443,TCP,https
2026-07-07T14:51:39.509Z,192.168.137.129,9.9.9.9,57661,54,UDP,dns_udp
2026-07-07T14:51:39.840Z,10.187.14.82,172.31.180.194,51783,5433,TCP,postgresql
2026-07-07T14:51:40.180Z,192.168.48.235,104.16.132.229,61228,443,TCP,https
2026-07-07T14:51:40.503Z,10.1.136.122,8.8.4.4,54295,53,UDP,dns_udp
2026-07-07T14:51:41.107Z,10.223.6.139,93.184.216.34,63159,79,TCP,http
2026-07-07T14:51:41.433Z,192.168.226.134,151.101.1.140,60363,80,TCP,http
2026-07-07T14:51:41.767Z,192.168.168.214,93.184.216.34,59502,442,TCP,https
2026-07-07T14:51:42.107Z,192.168.158.94,172.23.101.81,63144,444,TCP,smb
2026-07-07T14:51:42.447Z,192.168.114.27,1.1.1.1,56291,53,UDP,dns_udp
2026-07-07T14:51:42.769Z,192.168.218.223,185.125.190.58,0,0,ICMP,icmp
2026-07-07T14:51:43.361Z,172.22.147.44,172.25.163.75,52699,5432,TCP,postgresql
2026-07-07T14:51:43.689Z,172.25.238.148,9.9.9.9,56959,54,UDP,dns_udp
2026-07-07T14:51:44.006Z,192.168.204.74,208.67.222.222,62312,22,TCP,ssh
2026-07-07T14:51:44.348Z,192.168.182.58,8.8.8.8,59274,53,UDP,dns_udp
2026-07-07T14:51:44.683Z,192.168.197.198,9.9.9.9,57902,54,UDP,dns_udp
2026-07-07T14:51:45.013Z,10.104.73.179,151.101.1.140,49217,443,TCP,https
2026-07-07T14:51:45.343Z,172.27.111.164,93.184.216.34,63633,444,TCP,https
2026-07-07T14:51:45.671Z,10.196.161.102,104.16.132.229,57458,80,TCP,http
2026-07-07T14:51:46.003Z,10.55.204.215,93.184.216.34,54208,443,TCP,https
2026-07-07T14:51:46.319Z,192.168.189.239,93.184.216.34,61000,80,TCP,http
2026-07-07T14:51:46.660Z,192.168.63.4,104.16.132.229,51414,81,TCP,http
2026-07-07T14:51:46.994Z,192.168.180.255,10.30.86.235,63880,80,TCP,http
2026-07-07T14:51:47.319Z,172.26.213.133,151.101.1.140,63598,80,TCP,http
2026-07-07T14:51:47.671Z,10.116.0.20,208.67.222.222,62719,21,TCP,ssh
2026-07-07T14:51:48.002Z,10.147.242.29,172.20.244.201,61877,3390,TCP,rdp
2026-07-07T14:51:48.339Z,192.168.164.171,93.184.216.34,58865,443,TCP,https
2026-07-07T14:51:48.680Z,10.181.9.14,1.0.0.1,50918,25,TCP,smtp
2026-07-07T14:51:49.012Z,10.62.67.220,192.168.149.238,58859,3389,TCP,rdp
2026-07-07T14:51:49.355Z,10.4.174.160,151.101.1.140,65463,444,TCP,https
2026-07-07T14:51:49.671Z,10.140.115.120,104.16.132.229,52195,80,TCP,http
2026-07-07T14:51:50.020Z,192.168.114.64,93.184.216.34,63419,81,TCP,http
2026-07-07T14:51:50.363Z,172.28.135.53,9.9.9.9,52156,53,UDP,dns_udp
2026-07-07T14:51:50.688Z,10.118.104.166,1.1.1.1,53035,54,UDP,dns_udp
2026-07-07T14:51:51.015Z,192.168.156.50,151.101.1.140,64309,443,TCP,https
2026-07-07T14:51:51.367Z,192.168.110.219,93.184.216.34,50547,81,TCP,http
2026-07-07T14:51:51.694Z,172.25.113.235,1.1.1.1,62179,53,UDP,dns_udp
2026-07-07T14:51:52.022Z,172.20.77.79,93.184.216.34,60774,444,TCP,https
2026-07-07T14:51:52.355Z,192.168.185.13,208.67.222.222,50422,24,TCP,smtp
2026-07-07T14:51:52.682Z,172.26.223.217,10.70.56.31,51910,80,TCP,http
2026-07-07T14:51:53.026Z,10.227.70.117,151.101.1.140,53378,79,TCP,http
2026-07-07T14:51:53.342Z,10.87.116.202,172.17.6.138,54871,446,TCP,smb
2026-07-07T14:51:53.669Z,10.94.246.185,104.16.132.229,58327,80,TCP,http
2026-07-07T14:51:54.014Z,10.193.210.21,192.168.68.176,57678,160,UDP,snmp
2026-07-07T14:51:54.346Z,192.168.234.115,10.242.225.69,58642,5432,TCP,postgresql
2026-07-07T14:51:54.681Z,10.243.195.148,8.8.8.8,50869,53,UDP,dns_udp
2026-07-07T14:51:55.027Z,172.18.79.36,151.101.1.140,49454,442,TCP,https
2026-07-07T14:51:55.351Z,172.26.213.46,151.101.1.140,56280,444,TCP,https
2026-07-07T14:51:55.678Z,10.71.89.234,104.16.132.229,62993,444,TCP,https
2026-07-07T14:51:56.019Z,172.31.115.218,172.26.135.102,53252,22,TCP,ssh
2026-07-07T14:51:56.362Z,172.30.100.126,172.21.160.216,51728,3305,TCP,mysql
2026-07-07T14:51:56.695Z,10.133.35.46,13.107.42.14,58485,22,TCP,ssh
2026-07-07T14:51:57.032Z,172.17.116.145,8.8.8.8,60438,53,TCP,dns_tcp
2026-07-07T14:51:57.375Z,172.29.159.243,9.9.9.9,58177,54,UDP,dns_udp
2026-07-07T14:51:57.709Z,10.98.163.225,9.9.9.9,55369,53,UDP,dns_udp
2026-07-07T14:51:58.030Z,10.93.53.28,10.209.24.57,58197,3305,TCP,mysql
2026-07-07T14:51:58.344Z,192.168.216.131,104.16.132.229,63187,444,TCP,https
2026-07-07T14:51:58.683Z,192.168.167.120,151.101.1.140,51013,79,TCP,http
2026-07-07T14:51:59.015Z,192.168.127.57,151.101.1.140,59774,81,TCP,http
2026-07-07T14:51:59.353Z,192.168.74.20,151.101.1.140,63147,443,TCP,https
2026-07-07T14:51:59.680Z,192.168.192.248,104.16.132.229,60769,443,TCP,https
2026-07-07T14:52:00.005Z,172.27.8.34,104.16.132.229,56479,444,TCP,https
2026-07-07T14:52:00.347Z,172.16.117.27,151.101.1.140,59566,81,TCP,http
2026-07-07T14:52:00.662Z,10.198.71.105,104.16.132.229,51492,80,TCP,http
2026-07-07T14:52:00.977Z,172.18.38.191,104.16.132.229,61461,443,TCP,https
2026-07-07T14:52:01.328Z,192.168.215.52,185.125.190.58,53279,26,TCP,smtp
2026-07-07T14:52:01.651Z,10.16.219.89,151.101.1.140,64978,80,TCP,http
2026-07-07T14:52:01.991Z,172.28.255.82,10.92.76.45,58536,445,TCP,smb
2026-07-07T14:52:02.313Z,172.27.24.250,172.26.39.50,65254,3389,TCP,rdp
2026-07-07T14:52:02.664Z,172.22.128.206,10.103.182.214,55420,87,UDP,kerberos
2026-07-07T14:52:02.982Z,10.93.76.23,104.16.132.229,59367,443,TCP,https
2026-07-07T14:52:03.329Z,192.168.117.87,74.125.200.100,52882,20,TCP,ftp
2026-07-07T14:52:03.676Z,172.22.128.31,151.101.1.140,63480,444,TCP,https
2026-07-07T14:52:04.004Z,10.139.196.187,93.184.216.34,60828,80,TCP,http
2026-07-07T14:52:04.335Z,172.19.74.176,31.13.71.36,60228,994,TCP,imaps
2026-07-07T14:52:04.673Z,192.168.25.162,10.233.32.240,51835,3390,TCP,rdp
2026-07-07T14:52:05.000Z,172.22.149.160,151.101.1.140,63320,443,TCP,https
2026-07-07T14:52:05.332Z,172.26.206.135,93.184.216.34,60322,79,TCP,http
2026-07-07T14:52:05.674Z,192.168.79.0,9.9.9.9,54339,52,UDP,dns_udp
2026-07-07T14:52:06.024Z,10.52.64.157,13.107.42.14,0,0,ICMP,icmp
2026-07-07T14:52:06.355Z,172.16.164.226,74.125.200.100,53623,22,TCP,ssh
2026-07-07T14:52:06.686Z,172.18.187.211,93.184.216.34,58178,80,TCP,http
2026-07-07T14:52:07.028Z,172.18.20.238,172.16.35.253,60686,446,TCP,smb
2026-07-07T14:52:07.362Z,10.93.196.103,151.101.1.140,50094,442,TCP,https
2026-07-07T14:52:07.689Z,10.229.18.160,151.101.1.140,49784,442,TCP,https
2026-07-07T14:52:08.033Z,192.168.89.100,192.168.38.226,56343,3307,TCP,mysql
2026-07-07T14:52:08.387Z,192.168.26.90,172.25.160.1,51529,54,UDP,dns_udp
2026-07-07T14:52:08.731Z,10.195.74.71,151.101.1.140,57132,443,TCP,https
2026-07-07T14:52:09.050Z,172.30.238.63,13.107.42.14,59308,22,TCP,ssh
2026-07-07T14:52:09.363Z,172.22.72.14,93.184.216.34,52953,80,TCP,http
2026-07-07T14:52:09.696Z,10.107.129.113,104.16.132.229,52358,81,TCP,http
2026-07-07T14:52:10.046Z,10.197.104.169,8.8.4.4,60663,52,UDP,dns_udp
2026-07-07T14:52:10.368Z,192.168.95.56,93.184.216.34,61536,442,TCP,https
2026-07-07T14:52:10.712Z,172.31.84.9,104.16.132.229,62223,442,TCP,https
2026-07-07T14:52:11.053Z,192.168.34.98,151.101.1.140,60296,81,TCP,http
2026-07-07T14:52:11.384Z,192.168.124.187,31.13.71.36,53715,5683,UDP,coap
2026-07-07T14:52:11.704Z,10.60.4.182,93.184.216.34,60260,443,TCP,https
2026-07-07T14:52:12.067Z,172.23.11.95,172.24.188.66,51027,162,UDP,snmp
2026-07-07T14:52:12.384Z,10.226.167.77,1.1.1.1,57029,53,UDP,dns_udp
2026-07-07T14:52:12.704Z,172.22.220.249,172.17.50.253,56319,80,TCP,http
2026-07-07T14:52:13.042Z,192.168.146.253,151.101.1.140,64832,442,TCP,https
2026-07-07T14:52:13.362Z,10.42.138.109,8.8.8.8,50398,53,UDP,dns_udp
2026-07-07T14:52:13.704Z,192.168.181.211,93.184.216.34,56243,443,TCP,https
2026-07-07T14:52:14.028Z,10.207.24.239,93.184.216.34,56929,443,TCP,https
2026-07-07T14:52:14.358Z,192.168.69.77,151.101.1.140,49741,443,TCP,https
2026-07-07T14:52:14.694Z,172.28.32.140,31.13.71.36,59074,993,TCP,imaps
2026-07-07T14:52:15.276Z,192.168.227.53,8.8.4.4,61444,52,UDP,dns_udp
2026-07-07T14:52:15.599Z,192.168.192.27,93.184.216.34,52034,79,TCP,http
2026-07-07T14:52:15.939Z,172.22.26.185,1.1.1.1,53159,54,UDP,dns_udp
2026-07-07T14:52:16.280Z,10.247.165.232,1.1.1.1,52582,52,TCP,dns_tcp
2026-07-07T14:52:16.625Z,172.25.53.39,185.125.190.58,59008,5683,UDP,coap
2026-07-07T14:52:16.964Z,172.29.155.224,104.16.132.229,50830,444,TCP,https
2026-07-07T14:52:17.303Z,10.93.245.47,93.184.216.34,63655,443,TCP,https
2026-07-07T14:52:17.639Z,10.76.111.240,151.101.1.140,55740,80,TCP,http
2026-07-07T14:52:17.984Z,192.168.243.27,93.184.216.34,52918,80,TCP,http
2026-07-07T14:52:18.296Z,172.27.242.86,104.16.132.229,64840,81,TCP,http
2026-07-07T14:52:18.616Z,10.9.217.101,104.16.132.229,50700,80,TCP,http
2026-07-07T14:52:18.937Z,10.54.49.80,104.16.132.229,53216,443,TCP,https
2026-07-07T14:52:19.271Z,10.25.77.237,151.101.1.140,54134,80,TCP,http
2026-07-07T14:52:19.598Z,10.127.53.92,172.23.13.73,57930,3389,TCP,rdp
2026-07-07T14:52:19.933Z,172.22.159.109,172.21.113.91,52024,5432,TCP,postgresql
2026-07-07T14:52:20.263Z,172.27.94.84,208.67.222.222,54667,21,TCP,ftp
2026-07-07T14:52:20.593Z,192.168.174.78,216.239.35.0,50448,123,UDP,ntp
2026-07-07T14:52:20.949Z,10.52.133.60,93.184.216.34,57455,442,TCP,https
2026-07-07T14:52:21.291Z,10.102.173.227,151.101.1.140,57141,80,TCP,http
2026-07-07T14:52:21.623Z,172.19.211.152,93.184.216.34,57245,442,TCP,https
2026-07-07T14:52:21.954Z,172.28.96.87,192.168.129.63,59760,1884,TCP,mqtt
2026-07-07T14:52:22.282Z,192.168.6.166,8.8.8.8,62094,53,UDP,dns_udp
2026-07-07T14:52:22.628Z,172.16.183.219,172.23.126.14,60817,3390,TCP,rdp
2026-07-07T14:52:22.965Z,10.250.188.217,74.125.200.100,58372,1882,TCP,mqtt
2026-07-07T14:52:23.305Z,10.218.47.151,93.184.216.34,60306,443,TCP,https
2026-07-07T14:52:23.633Z,192.168.173.146,10.35.127.96,59217,443,TCP,https
2026-07-07T14:52:23.951Z,172.17.224.212,31.13.71.36,0,0,ICMP,icmp
2026-07-07T14:52:24.277Z,192.168.192.188,172.20.42.123,62471,80,TCP,http
2026-07-07T14:52:24.623Z,172.26.37.134,192.168.79.158,59599,443,TCP,https
2026-07-07T14:52:24.943Z,172.26.73.16,151.101.1.140,51122,81,TCP,http
2026-07-07T14:52:25.266Z,192.168.91.156,185.125.190.58,61342,993,TCP,imaps
2026-07-07T14:52:25.610Z,172.30.228.64,10.206.245.254,63200,442,TCP,https
2026-07-07T14:52:25.937Z,10.56.52.179,93.184.216.34,60183,81,TCP,http
2026-07-07T14:52:26.277Z,192.168.234.66,9.9.9.9,52928,53,UDP,dns_udp
2026-07-07T14:52:26.615Z,10.160.192.54,93.184.216.34,60578,443,TCP,https
2026-07-07T14:52:26.940Z,10.252.95.238,93.184.216.34,55855,444,TCP,https
2026-07-07T14:52:27.280Z,10.127.226.16,10.61.244.221,62549,52,UDP,dns_udp
2026-07-07T14:52:27.621Z,192.168.135.203,192.168.6.6,50890,388,TCP,ldap
2026-07-07T14:52:27.937Z,192.168.128.44,185.125.190.58,54257,143,TCP,imap
2026-07-07T14:52:28.279Z,172.24.114.61,10.30.67.44,56199,3389,TCP,rdp
2026-07-07T14:52:28.607Z,10.54.9.249,192.168.39.93,53500,3306,TCP,mysql
2026-07-07T14:52:28.931Z,192.168.24.104,93.184.216.34,49716,81,TCP,http
2026-07-07T14:52:29.262Z,172.26.207.232,192.168.13.21,63001,3390,TCP,rdp
2026-07-07T14:52:29.595Z,10.165.103.59,208.67.222.222,58480,24,TCP,smtp
2026-07-07T14:52:29.913Z,172.20.154.255,9.9.9.9,53118,53,UDP,dns_udp
2026-07-07T14:52:30.227Z,192.168.238.103,172.28.226.80,64755,161,UDP,snmp
2026-07-07T14:52:30.562Z,172.22.212.76,74.125.200.100,50494,993,TCP,imaps
2026-07-07T14:52:30.900Z,172.17.136.175,104.16.132.229,53528,442,TCP,https
2026-07-07T14:52:31.234Z,172.19.18.67,8.8.8.8,62687,52,UDP,dns_udp
2026-07-07T14:52:31.565Z,192.168.175.241,151.101.1.140,52334,443,TCP,https
2026-07-07T14:52:31.899Z,172.23.6.203,162.159.200.1,56128,122,UDP,ntp
2026-07-07T14:52:32.236Z,10.186.241.193,216.239.35.0,61748,123,UDP,ntp
2026-07-07T14:52:32.567Z,192.168.141.76,151.101.1.140,53344,80,TCP,http
2026-07-07T14:52:32.912Z,192.168.89.201,8.8.4.4,57590,53,UDP,dns_udp
2026-07-07T14:52:33.236Z,172.16.150.14,8.8.4.4,50888,53,UDP,dns_udp
2026-07-07T14:52:33.568Z,192.168.210.226,208.67.222.222,55039,21,TCP,ftp
2026-07-07T14:52:33.884Z,10.102.93.150,13.107.42.14,53355,21,TCP,ftp
2026-07-07T14:52:34.229Z,10.59.200.69,172.22.222.215,50531,3389,TCP,rdp
2026-07-07T14:52:34.563Z,172.28.225.17,10.158.135.72,58291,54,TCP,dns_tcp
2026-07-07T14:52:34.919Z,172.22.211.213,151.101.1.140,58545,444,TCP,https
2026-07-07T14:52:35.249Z,10.64.26.34,93.184.216.34,58103,81,TCP,http
2026-07-07T14:52:35.846Z,10.9.135.107,31.13.71.36,0,0,ICMP,icmp
2026-07-07T14:52:36.179Z,192.168.125.220,10.147.99.28,49580,465,TCP,smtps
2026-07-07T14:52:36.495Z,172.28.99.181,162.159.200.1,64716,123,UDP,ntp
2026-07-07T14:52:36.841Z,10.21.100.116,9.9.9.9,54318,53,UDP,dns_udp
2026-07-07T14:52:37.187Z,192.168.94.203,31.13.71.36,62106,465,TCP,smtps
2026-07-07T14:52:37.518Z,192.168.189.158,104.16.132.229,53658,80,TCP,http
2026-07-07T14:52:37.837Z,172.19.235.62,10.73.203.183,64607,3305,TCP,mysql
2026-07-07T14:52:38.159Z,192.168.97.156,192.168.145.39,61644,444,TCP,https
2026-07-07T14:52:38.487Z,192.168.73.150,104.16.132.229,64537,444,TCP,https
