timestamp,sourceIP,destinationIP,source port,destination port,Protocol,traffic type,action,note,ml_decision,ml_probability
2026-07-07T14:34:20.511Z,10.184.252.67,93.184.216.34,57076,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:20.530Z,172.25.81.10,104.16.132.229,53686,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:20.552Z,10.71.199.167,93.184.216.34,63942,444,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:20.690Z,192.168.254.84,93.184.216.34,58465,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:20.792Z,10.184.120.116,192.168.173.216,64162,81,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:20.814Z,10.104.6.146,151.101.1.140,53930,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:20.862Z,172.31.191.239,93.184.216.34,59240,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:20.904Z,10.146.165.111,192.168.162.41,57772,53,UDP,dns_udp,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:20.906Z,192.168.97.12,104.16.132.229,52393,80,TCP,http,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:21.001Z,192.168.158.32,104.16.132.229,62699,80,TCP,http,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:21.006Z,192.168.7.9,93.184.216.34,53122,81,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:21.037Z,10.142.152.97,104.16.132.229,59441,79,TCP,http,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:21.058Z,10.71.161.189,104.16.132.229,60604,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:21.059Z,10.118.24.23,8.8.8.8,49405,53,UDP,dns_udp,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.069Z,172.24.131.226,104.16.132.229,60557,80,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.071Z,172.17.187.93,192.168.54.179,52746,122,UDP,ntp,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:21.076Z,172.31.171.248,93.184.216.34,62001,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.081Z,192.168.24.163,93.184.216.34,65237,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.082Z,172.21.92.164,192.168.136.96,63819,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.205Z,192.168.226.220,93.184.216.34,64617,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.215Z,10.46.79.149,31.13.71.36,50460,22,TCP,ftp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.222Z,10.30.124.212,93.184.216.34,61545,79,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:21.232Z,10.217.62.148,93.184.216.34,60836,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.304Z,192.168.94.17,151.101.1.140,59001,444,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:21.316Z,172.29.253.130,151.101.1.140,64077,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.336Z,10.56.54.91,151.101.1.140,52009,442,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.379Z,10.186.222.187,172.22.138.107,64385,79,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.425Z,172.29.12.113,31.13.71.36,57512,22,TCP,ssh,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.433Z,10.187.175.153,1.0.0.1,52156,23,TCP,ssh,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.448Z,192.168.164.253,172.21.119.174,50045,5432,TCP,postgresql,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.458Z,192.168.28.93,93.184.216.34,65010,80,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.484Z,172.25.152.118,1.1.1.1,57124,53,UDP,dns_udp,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.541Z,172.24.102.175,104.16.132.229,59601,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:21.555Z,172.21.22.28,192.168.74.200,53614,3390,TCP,rdp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.566Z,172.28.19.164,74.125.200.100,0,0,ICMP,icmp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.599Z,172.23.191.179,31.13.71.36,0,0,ICMP,icmp,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.625Z,10.111.7.132,93.184.216.34,64184,442,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.673Z,172.22.186.241,10.215.220.114,52608,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:21.691Z,10.48.121.225,104.16.132.229,51429,442,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.704Z,192.168.173.151,13.107.42.14,0,0,ICMP,icmp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.710Z,192.168.226.0,192.168.17.182,54211,389,TCP,ldap,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.727Z,10.214.174.221,104.16.132.229,61157,79,TCP,http,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.740Z,10.181.58.71,93.184.216.34,53203,80,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.891Z,192.168.244.204,151.101.1.140,52109,442,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.903Z,10.153.171.108,104.16.132.229,50416,81,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:21.975Z,192.168.211.78,192.168.185.82,49606,5432,TCP,postgresql,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:21.977Z,192.168.122.13,104.16.132.229,51817,80,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:22.021Z,172.22.235.60,104.16.132.229,53773,442,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:22.032Z,10.64.145.185,104.16.132.229,52837,79,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:22.122Z,10.99.251.120,10.59.255.108,61505,388,TCP,ldap,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.207Z,192.168.25.225,172.24.254.224,0,0,ICMP,icmp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.223Z,10.234.151.192,93.184.216.34,60527,80,TCP,http,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:22.237Z,10.78.1.53,1.0.0.1,63395,20,TCP,ftp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.263Z,172.19.218.117,104.16.132.229,51025,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:22.278Z,172.26.102.28,93.184.216.34,50970,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.287Z,10.161.213.67,93.184.216.34,61560,442,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.299Z,10.75.179.19,151.101.1.140,50308,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:34:22.313Z,192.168.151.92,104.16.132.229,65482,443,TCP,https,denied,Denied by ACL,,-1.0000
2026-07-07T14:34:22.328Z,10.19.33.67,104.16.132.229,52737,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:22.365Z,172.31.64.137,151.101.1.140,53865,79,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:22.371Z,192.168.232.20,151.101.1.140,50129,81,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.372Z,192.168.174.90,31.13.71.36,63232,20,TCP,ftp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:34:22.381Z,10.147.37.186,93.184.216.34,63055,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:34:22.387Z,192.168.75.111,8.8.4.4,51508,53,UDP,dns_udp,denied,Denied: security policy,,-1.0000
2026-07-07T14:34:22.430Z,172.30.127.121,104.16.132.229,57993,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:37:26.416Z,10.185.55.40,31.13.71.36,52859,5683,UDP,coap,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:37:32.468Z,192.168.252.203,192.168.145.112,57962,445,TCP,smb,denied,Denied by ACL,,-1.0000
2026-07-07T14:37:40.547Z,10.39.125.20,172.16.138.166,62341,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:37:50.657Z,192.168.120.131,104.16.132.229,62256,81,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:37:51.662Z,10.175.122.182,9.9.9.9,55541,54,UDP,dns_udp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:37:57.720Z,172.17.179.193,93.184.216.34,61266,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:37:59.735Z,192.168.140.64,93.184.216.34,63646,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:38:00.740Z,172.23.150.235,104.16.132.229,50513,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:38:22.270Z,192.168.228.250,93.184.216.34,60117,443,TCP,https,denied,Denied by ACL,,-1.0000
2026-07-07T14:38:26.284Z,10.214.154.138,192.168.40.10,61795,3305,TCP,mysql,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:38:30.300Z,172.23.11.229,192.168.95.0,61513,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:38:36.327Z,10.188.11.194,10.134.175.103,62212,53,UDP,dns_udp,denied,Denied: security policy,,-1.0000
2026-07-07T14:38:42.356Z,10.202.44.182,104.16.132.229,65343,81,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:39:00.439Z,192.168.25.250,8.8.4.4,54489,52,UDP,dns_udp,denied,Denied by ACL,,-1.0000
2026-07-07T14:39:10.486Z,192.168.118.198,10.85.180.235,52238,3306,TCP,mysql,denied,Denied by ACL,,-1.0000
2026-07-07T14:39:22.544Z,192.168.58.123,93.184.216.34,62032,444,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:39:40.633Z,10.203.18.105,151.101.1.140,65439,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:39:48.668Z,172.26.47.37,172.26.147.212,58980,390,TCP,ldap,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:40:26.853Z,172.31.233.83,9.9.9.9,52191,53,UDP,dns_udp,denied,Denied by ACL,,-1.0000
2026-07-07T14:40:30.869Z,192.168.234.122,31.13.71.36,59280,21,TCP,ftp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:40:44.934Z,172.19.191.40,74.125.200.100,52727,25,TCP,smtp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:40:48.950Z,172.17.99.254,93.184.216.34,63135,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:40:50.955Z,172.24.225.123,104.16.132.229,54236,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:41:03.015Z,172.23.195.225,104.16.132.229,63624,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:41:15.072Z,172.31.34.66,93.184.216.34,50655,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:41:21.101Z,172.19.152.2,151.101.1.140,55945,444,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:41:23.107Z,192.168.48.178,8.8.4.4,63802,53,UDP,dns_udp,denied,Denied: security policy,,-1.0000
2026-07-07T14:41:32.397Z,192.168.245.147,172.18.224.123,55063,160,UDP,snmp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:41:32.653Z,172.21.69.5,162.159.200.1,59153,124,UDP,ntp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:41:33.169Z,172.31.4.132,172.24.201.106,60722,22,TCP,ssh,denied,Denied: security policy,,-1.0000
2026-07-07T14:41:33.940Z,172.31.60.106,74.125.200.100,54802,21,TCP,ftp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:36.276Z,192.168.237.5,13.107.42.14,54092,21,TCP,ftp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:38.094Z,10.224.73.148,104.16.132.229,61006,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:41:40.954Z,10.51.57.223,151.101.1.140,53461,443,TCP,https,denied,Denied by ACL,,-1.0000
2026-07-07T14:41:43.292Z,172.20.44.118,104.16.132.229,56247,444,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:43.548Z,10.21.175.149,162.159.200.1,55988,122,UDP,ntp,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:43.804Z,10.114.94.250,8.8.4.4,63364,53,UDP,dns_udp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:41:46.657Z,192.168.224.70,10.21.25.255,51162,87,UDP,kerberos,denied,Denied: security policy,,-1.0000
2026-07-07T14:41:50.317Z,172.22.135.136,151.101.1.140,65409,81,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:52.393Z,172.18.80.156,104.16.132.229,63850,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:41:52.909Z,10.115.181.103,1.1.1.1,49389,53,UDP,dns_udp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:41:53.164Z,192.168.28.185,104.16.132.229,64453,81,TCP,http,denied,Denied by ACL,,-1.0000
2026-07-07T14:41:56.273Z,192.168.100.101,93.184.216.34,60481,443,TCP,https,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:41:59.119Z,10.90.67.183,104.16.132.229,65516,442,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:42:00.670Z,192.168.70.59,151.101.1.140,58624,442,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:00.925Z,10.210.21.161,104.16.132.229,53134,81,TCP,http,denied,Denied: security policy,,-1.0000
2026-07-07T14:42:02.477Z,192.168.20.144,10.56.142.71,61977,88,UDP,kerberos,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:03.252Z,192.168.123.134,151.101.1.140,54693,80,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:42:04.800Z,172.19.199.101,192.168.129.248,53214,636,TCP,ldaps,denied,Denied: security policy,,-1.0000
2026-07-07T14:42:05.575Z,10.50.206.145,93.184.216.34,55792,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:42:08.692Z,10.117.132.88,93.184.216.34,56963,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:12.070Z,192.168.241.236,162.159.200.1,65224,123,UDP,ntp,denied,Denied: security policy,,-1.0000
2026-07-07T14:42:14.922Z,172.28.211.6,151.101.1.140,57385,442,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:15.177Z,172.27.251.60,172.29.168.106,55206,445,TCP,smb,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:15.431Z,172.16.170.127,104.16.132.229,63536,79,TCP,http,denied,Denied by ACL,,-1.0000
2026-07-07T14:42:16.204Z,10.237.158.215,192.168.128.202,58069,25,TCP,smtp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:42:17.755Z,172.29.152.207,151.101.1.140,50738,443,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:42:18.272Z,172.21.220.180,104.16.132.229,51511,80,TCP,http,denied,Denied by ACL,,-1.0000
2026-07-07T14:43:08.237Z,172.22.191.80,93.184.216.34,56374,81,TCP,http,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:43:15.525Z,172.16.76.44,192.168.43.67,62304,160,UDP,snmp,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:43:20.208Z,10.251.50.209,104.16.132.229,62195,443,TCP,https,denied,Denied by ACL,,-1.0000
2026-07-07T14:43:24.362Z,172.29.209.224,93.184.216.34,54396,444,TCP,https,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:43:34.165Z,192.168.200.213,192.168.15.223,56288,53,UDP,dns_udp,denied,Denied: security policy,,-1.0000
2026-07-07T14:43:34.623Z,172.18.102.93,104.16.132.229,58407,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:35.585Z,10.79.1.75,151.101.1.140,57331,443,TCP,https,denied,Denied: security policy,,-1.0000
2026-07-07T14:43:36.466Z,10.29.24.94,93.184.216.34,54488,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:36.610Z,172.22.175.22,104.16.132.229,61634,81,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:43:37.411Z,10.21.230.118,9.9.9.9,53989,52,UDP,dns_udp,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:38.321Z,172.30.82.161,93.184.216.34,62139,443,TCP,https,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:38.880Z,10.183.49.18,151.101.1.140,57721,80,TCP,http,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:39.371Z,192.168.195.43,185.125.190.58,59061,143,TCP,imap,denied,Denied: connection blocked,,-1.0000
2026-07-07T14:43:41.392Z,172.29.166.57,172.30.188.133,56361,88,UDP,kerberos,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:43:44.011Z,10.179.144.72,10.218.153.169,57573,445,TCP,smb,denied,Denied: port not allowed,,-1.0000
2026-07-07T14:43:44.836Z,192.168.7.59,10.93.181.0,50493,388,TCP,ldap,denied,Denied by ACL,,-1.0000
2026-07-07T14:43:45.005Z,10.131.129.205,10.100.255.56,49796,23,TCP,ssh,denied,Denied by ACL,,-1.0000
2026-07-07T14:50:54.338Z,10.89.53.52,104.16.132.229,53428,443,TCP,https,allowed,Allowed by policy,normal,0.0039
2026-07-07T14:50:54.594Z,10.158.34.225,151.101.1.140,64300,81,TCP,http,denied,Denied by firewall policy,,-1.0000
2026-07-07T14:50:54.933Z,10.85.234.39,104.16.132.229,51749,443,TCP,https,allowed,Allowed: standard outbound,normal,0.0039
2026-07-07T14:50:55.248Z,192.168.243.216,1.0.0.1,64800,23,TCP,ssh,allowed,Allowed: standard outbound,normal,0.0626
2026-07-07T14:50:55.555Z,192.168.63.230,151.101.1.140,51854,443,TCP,https,allowed,Allowed by policy,normal,0.0039
2026-07-07T14:50:55.896Z,10.249.97.87,216.239.35.0,57647,122,UDP,ntp,allowed,Allowed: ntp permitted,normal,0.0311
2026-07-07T14:50:56.236Z,10.90.106.129,10.98.208.200,0,0,ICMP,icmp,allowed,Allowed: icmp permitted,normal,0.0000
2026-07-07T14:50:56.568Z,10.18.67.1,151.101.1.140,63844,444,TCP,https,allowed,Allowed by policy,normal,0.0075
2026-07-07T14:50:56.870Z,10.219.114.214,151.101.1.140,63562,81,TCP,http,allowed,Allowed by policy,normal,0.0186
2026-07-07T14:50:57.213Z,192.168.81.37,31.13.71.36,62960,22,TCP,ssh,allowed,Allowed: ssh permitted,normal,0.0475
2026-07-07T14:50:57.511Z,172.20.118.44,104.16.132.229,64958,80,TCP,http,allowed,Allowed: http permitted,normal,0.0051
2026-07-07T14:50:57.827Z,10.10.17.194,104.16.132.229,56590,79,TCP,http,allowed,Allowed by firewall rule,normal,0.0051
2026-07-07T14:50:58.149Z,192.168.243.227,74.125.200.100,51486,21,TCP,ssh,allowed,Allowed: standard outbound,normal,0.0315
2026-07-07T14:50:58.479Z,192.168.129.187,151.101.1.140,63473,80,TCP,http,allowed,Allowed by firewall rule,normal,0.0065
2026-07-07T14:50:58.808Z,192.168.194.119,151.101.1.140,55486,443,TCP,https,allowed,Allowed: standard outbound,normal,0.0039
2026-07-07T14:50:59.132Z,192.168.68.5,93.184.216.34,61670,80,TCP,http,allowed,Allowed by policy,normal,0.0058
2026-07-07T14:50:59.457Z,172.30.152.210,104.16.132.229,52257,79,TCP,http,allowed,Allowed: standard outbound,normal,0.0040
2026-07-07T14:50:59.793Z,172.27.16.106,151.101.1.140,64011,81,TCP,http,allowed,Allowed by firewall rule,normal,0.0175
2026-07-07T14:51:00.125Z,192.168.185.221,104.16.132.229,64401,444,TCP,https,allowed,Allowed by firewall rule,normal,0.0075
2026-07-07T14:51:00.431Z,192.168.178.192,93.184.216.34,53954,442,TCP,https,allowed,Allowed: standard outbound,normal,0.0041
2026-07-07T14:51:00.759Z,10.143.123.53,8.8.4.4,54377,53,UDP,dns_udp,allowed,Allowed: dns_udp permitted,normal,0.0090
2026-07-07T14:51:01.085Z,172.27.215.100,104.16.132.229,51852,81,TCP,http,allowed,Allowed: http permitted,normal,0.0040
2026-07-07T14:51:01.389Z,192.168.22.28,172.21.59.179,60351,22,TCP,ssh,allowed,Allowed by policy,normal,0.0058
2026-07-07T14:51:01.707Z,192.168.118.223,8.8.4.4,64814,53,UDP,dns_udp,allowed,Allowed: dns_udp permitted,normal,0.0081
2026-07-07T14:51:02.052Z,10.97.30.233,10.98.111.64,61186,3307,TCP,mysql,allowed,Allowed: standard outbound,normal,0.0390
2026-07-07T14:51:02.359Z,192.168.175.49,13.107.42.14,57480,23,TCP,ssh,allowed,Allowed by firewall rule,normal,0.0670
2026-07-07T14:51:02.701Z,192.168.210.221,10.253.158.94,58635,445,TCP,smb,allowed,Allowed: smb permitted,normal,0.0315
2026-07-07T14:51:03.040Z,10.107.59.81,10.24.37.51,56398,3390,TCP,rdp,allowed,Allowed by policy,normal,0.0303
2026-07-07T14:51:03.372Z,10.175.81.176,104.16.132.229,56317,444,TCP,https,allowed,Allowed by policy,normal,0.0067
2026-07-07T14:51:03.699Z,172.30.11.40,9.9.9.9,51628,53,UDP,dns_udp,allowed,Allowed: dns_udp permitted,normal,0.0147
2026-07-07T14:51:04.039Z,10.195.201.81,10.24.107.159,65288,388,TCP,ldap,allowed,Allowed by firewall rule,normal,0.0450
2026-07-07T14:51:04.355Z,10.105.60.5,151.101.1.140,52507,81,TCP,http,allowed,Allowed by policy,normal,0.0048
2026-07-07T14:51:04.675Z,172.25.109.85,10.155.138.83,50414,446,TCP,smb,allowed,Allowed: standard outbound,normal,0.0299
2026-07-07T14:51:05.006Z,10.41.234.203,10.126.247.27,64735,390,TCP,ldap,allowed,Allowed: standard outbound,normal,0.0448
2026-07-07T14:51:05.337Z,192.168.33.162,93.184.216.34,55617,80,TCP,http,allowed,Allowed by policy,normal,0.0048
2026-07-07T14:51:05.657Z,172.24.190.108,10.140.99.120,65521,89,UDP,kerberos,allowed,Allowed: kerberos permitted,normal,0.0255
2026-07-07T14:51:05.993Z,172.22.113.188,1.0.0.1,0,0,ICMP,icmp,allowed,Allowed: icmp permitted,normal,0.0012
2026-07-07T14:51:06.330Z,192.168.46.133,104.16.132.229,60930,81,TCP,http,allowed,Allowed: standard outbound,normal,0.0073
2026-07-07T14:51:06.667Z,192.168.242.237,162.159.200.1,53063,123,UDP,ntp,allowed,Allowed by firewall rule,normal,0.0311
2026-07-07T14:51:07.001Z,10.206.175.233,192.168.11.213,49669,89,UDP,kerberos,allowed,Allowed by policy,normal,0.0430
2026-07-07T14:51:07.333Z,172.25.94.101,9.9.9.9,59047,53,UDP,dns_udp,allowed,Allowed by policy,normal,0.0080
2026-07-07T14:51:07.659Z,192.168.60.77,151.101.1.140,64693,80,TCP,http,allowed,Allowed: standard outbound,normal,0.0068
2026-07-07T14:51:08.002Z,192.168.88.158,93.184.216.34,59297,444,TCP,https,allowed,Allowed: standard outbound,normal,0.0237
2026-07-07T14:51:08.324Z,10.245.194.76,104.16.132.229,50277,80,TCP,http,allowed,Allowed: standard outbound,normal,0.0032
2026-07-07T14:51:08.663Z,192.168.31.63,93.184.216.34,65457,442,TCP,https,allowed,Allowed: https permitted,normal,0.0044
2026-07-07T14:51:09.005Z,172.21.222.44,185.125.190.58,49780,1883,TCP,mqtt,allowed,Allowed by firewall rule,normal,0.0823
2026-07-07T14:51:09.326Z,192.168.92.115,93.184.216.34,62604,443,TCP,https,allowed,Allowed by policy,normal,0.0043
2026-07-07T14:51:09.666Z,192.168.91.103,9.9.9.9,55695,54,UDP,dns_udp,allowed,Allowed by policy,normal,0.0094
2026-07-07T14:51:10.000Z,172.16.226.156,151.101.1.140,49196,79,TCP,http,allowed,Allowed by firewall rule,normal,0.0035
2026-07-07T14:51:10.328Z,10.235.79.160,151.101.1.140,49178,442,TCP,https,allowed,Allowed: https permitted,normal,0.0040
2026-07-07T14:51:10.678Z,10.147.184.198,104.16.132.229,61348,442,TCP,https,allowed,Allowed: standard outbound,normal,0.0050
