timestamp,sourceIP,destinationIP,source port,destination port,Protocol,traffic type,action,note,ml_probability
2026-07-07T15:11:49.530Z,10.14.168.53,3.132.200.62,61080,160,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9750
2026-07-07T15:11:50.382Z,192.168.217.231,165.64.141.141,61321,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:11:51.457Z,192.168.222.170,226.0.186.49,53216,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:11:52.932Z,172.18.3.77,29.5.191.41,51736,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:11:53.157Z,172.25.182.139,66.212.108.210,60501,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:11:53.486Z,10.49.22.40,212.125.184.7,49830,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9450
2026-07-07T15:11:53.780Z,172.21.83.114,185.73.76.179,63997,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:11:57.704Z,172.27.118.206,94.121.209.50,50936,390,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9515
2026-07-07T15:11:58.008Z,10.173.171.203,51.220.177.161,58508,635,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9825
2026-07-07T15:11:58.742Z,192.168.138.67,140.71.147.211,54113,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9838
2026-07-07T15:11:59.112Z,10.42.159.45,197.102.68.200,51247,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9750
2026-07-07T15:12:00.806Z,172.28.219.199,184.66.74.45,62454,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9791
2026-07-07T15:12:02.371Z,10.5.154.35,42.147.232.244,56250,87,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:02.474Z,10.97.104.172,238.99.74.36,64302,390,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9531
2026-07-07T15:12:02.923Z,10.47.113.17,132.109.104.249,53815,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:12:06.539Z,10.111.2.39,222.173.119.146,61991,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:12:07.615Z,172.23.63.94,21.21.187.133,57433,87,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:07.794Z,192.168.23.234,124.177.208.164,63257,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9824
2026-07-07T15:12:08.838Z,172.31.38.130,102.153.151.63,53425,87,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:09.169Z,192.168.29.128,87.247.229.194,50677,5431,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9889
2026-07-07T15:12:10.737Z,10.254.49.0,232.222.192.46,50751,3388,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9767
2026-07-07T15:12:10.956Z,10.203.22.58,47.35.35.155,58230,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:12:17.003Z,172.22.156.224,191.72.13.213,60049,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:17.674Z,172.23.197.233,119.197.7.150,63172,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9643
2026-07-07T15:12:17.762Z,172.24.237.55,182.237.14.4,54816,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:12:18.460Z,172.19.99.43,148.127.101.218,60426,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9801
2026-07-07T15:12:19.503Z,10.73.114.222,60.38.163.136,51042,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9843
2026-07-07T15:12:20.720Z,172.25.51.130,193.25.24.161,58619,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9860
2026-07-07T15:12:21.058Z,172.27.248.121,64.157.79.109,58090,5433,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9950
2026-07-07T15:12:21.800Z,172.22.3.195,146.53.12.105,54398,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:12:22.662Z,10.94.5.101,118.199.115.226,55965,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9807
2026-07-07T15:12:23.532Z,172.20.132.162,45.7.188.64,58101,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:12:24.880Z,192.168.192.5,189.174.188.91,61493,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:24.927Z,172.31.36.163,174.170.10.108,62892,635,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9816
2026-07-07T15:12:25.948Z,172.28.150.202,165.44.73.6,58081,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:12:27.081Z,10.185.133.149,31.203.28.129,57919,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9573
2026-07-07T15:12:29.061Z,172.16.79.202,183.175.211.54,53211,444,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9383
2026-07-07T15:12:30.460Z,10.187.127.213,90.126.6.208,52499,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:12:30.732Z,172.18.101.27,58.45.182.132,50795,3305,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9777
2026-07-07T15:12:33.605Z,10.111.62.28,114.144.170.99,59528,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:34.125Z,192.168.84.1,67.65.24.52,58294,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:12:34.223Z,192.168.51.88,211.229.154.200,54548,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:12:34.683Z,172.22.96.118,228.200.28.3,61021,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9909
2026-07-07T15:12:35.191Z,172.31.116.195,229.111.80.148,62986,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9829
2026-07-07T15:12:35.240Z,172.17.203.231,159.63.197.109,54423,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9793
2026-07-07T15:12:35.474Z,192.168.223.44,234.207.14.62,52057,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:12:37.728Z,10.56.228.219,101.215.25.253,61589,444,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9273
2026-07-07T15:12:38.300Z,172.25.47.126,19.203.230.84,54120,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9506
2026-07-07T15:12:38.520Z,192.168.128.153,231.158.172.58,63297,446,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9509
2026-07-07T15:12:40.112Z,192.168.160.4,143.19.48.198,57873,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:12:40.207Z,172.21.179.223,230.181.191.130,49320,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9860
2026-07-07T15:12:40.409Z,172.26.219.192,91.26.115.124,61396,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:12:40.595Z,192.168.97.40,199.9.128.189,50971,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9831
2026-07-07T15:12:41.685Z,192.168.1.217,113.197.143.22,62083,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:42.119Z,192.168.10.203,23.84.188.32,51351,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9754
2026-07-07T15:12:42.445Z,192.168.169.96,119.141.61.215,54984,87,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:12:42.703Z,172.21.87.147,215.58.229.165,58950,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9807
2026-07-07T15:12:45.326Z,192.168.223.42,34.193.152.154,64914,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9791
2026-07-07T15:12:45.892Z,10.217.51.179,86.103.11.76,49663,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9552
2026-07-07T15:12:50.561Z,192.168.227.40,67.47.95.13,62094,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:12:51.199Z,192.168.178.140,64.52.227.134,56035,5433,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9900
2026-07-07T15:12:52.221Z,172.20.6.216,84.31.24.221,64132,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9824
2026-07-07T15:12:52.558Z,192.168.162.29,194.241.64.196,64901,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9845
2026-07-07T15:12:52.839Z,192.168.26.56,4.16.29.149,55257,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9807
2026-07-07T15:12:53.371Z,10.160.0.27,29.250.99.138,62100,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:12:53.981Z,192.168.4.49,29.149.181.151,56064,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9526
2026-07-07T15:12:54.271Z,172.29.129.1,118.96.201.193,55741,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9656
2026-07-07T15:12:57.883Z,172.17.167.224,30.116.66.179,61284,388,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9446
2026-07-07T15:13:01.422Z,10.211.148.102,208.15.119.171,56320,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9656
2026-07-07T15:13:02.407Z,10.3.221.88,20.163.179.33,49589,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9555
2026-07-07T15:13:02.818Z,172.27.246.181,239.9.67.143,62296,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:13:02.943Z,172.16.113.193,5.13.117.171,63611,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9770
2026-07-07T15:13:03.773Z,192.168.188.87,171.128.26.78,52033,3307,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9843
2026-07-07T15:13:08.456Z,172.30.162.26,22.20.67.167,57726,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:13:08.773Z,10.64.142.116,183.159.167.24,60749,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:13:09.332Z,192.168.147.115,83.207.100.212,55272,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9807
2026-07-07T15:13:09.746Z,192.168.133.94,230.251.167.238,64132,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9770
2026-07-07T15:13:11.592Z,192.168.60.227,79.185.140.54,63063,5431,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9839
2026-07-07T15:13:12.874Z,192.168.102.46,188.234.139.123,52024,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9839
2026-07-07T15:13:14.539Z,172.24.251.151,130.134.198.174,53171,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9839
2026-07-07T15:13:15.043Z,172.18.54.178,205.110.123.147,51333,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:13:17.313Z,172.17.157.26,223.169.157.17,58793,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9807
2026-07-07T15:13:17.374Z,192.168.192.25,164.163.228.46,55004,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9828
2026-07-07T15:13:20.106Z,10.175.49.191,220.119.125.209,50537,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9449
2026-07-07T15:13:20.623Z,172.24.120.73,49.155.144.234,64697,388,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9534
2026-07-07T15:13:20.984Z,172.31.93.194,120.65.60.155,63867,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9824
2026-07-07T15:13:21.353Z,192.168.182.202,93.179.167.122,50341,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9834
2026-07-07T15:13:21.545Z,192.168.81.154,40.254.70.57,51119,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9705
2026-07-07T15:13:23.061Z,10.151.218.29,94.170.115.194,57517,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:13:24.457Z,10.126.196.175,55.63.56.41,56359,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9568
2026-07-07T15:13:27.779Z,172.18.94.198,125.243.110.253,62314,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:13:32.195Z,172.30.229.26,120.197.254.75,53092,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9861
2026-07-07T15:13:32.750Z,172.21.31.74,49.180.140.88,52008,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9781
2026-07-07T15:13:32.980Z,172.20.85.199,29.197.122.148,58870,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:13:33.540Z,10.82.55.132,100.7.87.92,59185,3390,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9798
2026-07-07T15:13:33.649Z,10.166.60.60,203.225.143.187,59394,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:13:34.950Z,172.31.251.189,198.150.223.246,54279,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9704
2026-07-07T15:13:35.405Z,192.168.204.122,214.129.156.152,60080,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9706
2026-07-07T15:21:35.016Z,192.168.253.192,4.36.29.89,64212,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:21:35.369Z,172.26.253.180,232.38.1.198,63785,87,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9855
2026-07-07T15:21:37.006Z,172.23.83.201,71.80.177.0,61207,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9557
2026-07-07T15:21:41.041Z,10.192.105.218,43.76.198.215,62563,3389,TCP,rdp,allowed,Blocked by ML: possible firewall bypass attack,0.9841
2026-07-07T15:21:41.846Z,172.27.40.225,39.169.232.176,65162,389,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9533
2026-07-07T15:21:42.588Z,10.172.55.205,38.94.252.95,55486,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9850
2026-07-07T15:21:44.582Z,10.71.162.0,182.64.145.105,55008,390,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9586
2026-07-07T15:21:45.632Z,10.16.233.55,30.77.87.19,55199,88,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9800
2026-07-07T15:21:46.669Z,192.168.167.246,51.202.1.74,49628,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9910
2026-07-07T15:21:47.553Z,172.16.207.223,34.176.213.222,53468,635,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9849
2026-07-07T15:21:48.351Z,10.125.101.80,172.69.48.226,57609,637,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9641
2026-07-07T15:21:52.699Z,192.168.83.226,162.161.39.216,63453,446,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9509
2026-07-07T15:21:53.467Z,10.253.253.205,42.122.88.217,55071,162,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9844
2026-07-07T15:21:53.867Z,172.26.30.129,144.243.135.68,51502,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9754
2026-07-07T15:21:54.039Z,192.168.45.156,173.162.107.67,64844,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9674
2026-07-07T15:21:58.955Z,192.168.75.206,103.83.161.37,61239,161,UDP,snmp,allowed,Blocked by ML: possible firewall bypass attack,0.9795
2026-07-07T15:21:59.120Z,192.168.185.139,60.206.175.178,53468,3305,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9772
2026-07-07T15:21:59.550Z,172.23.10.8,36.55.251.76,63452,446,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9509
2026-07-07T15:22:00.675Z,10.52.219.220,100.11.2.94,63428,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9614
2026-07-07T15:22:01.398Z,172.16.121.87,223.144.98.161,60746,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9819
2026-07-07T15:22:01.449Z,192.168.101.9,223.81.229.65,61208,390,TCP,ldap,allowed,Blocked by ML: possible firewall bypass attack,0.9568
2026-07-07T15:22:06.556Z,192.168.24.29,239.69.112.226,51665,445,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9709
2026-07-07T15:22:11.346Z,10.101.182.38,138.172.99.134,52381,89,UDP,kerberos,allowed,Blocked by ML: possible firewall bypass attack,0.9828
2026-07-07T15:22:12.659Z,10.15.173.10,43.117.214.99,62739,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9909
2026-07-07T15:22:14.410Z,172.19.110.59,214.71.40.242,63205,444,TCP,smb,allowed,Blocked by ML: possible firewall bypass attack,0.9321
2026-07-07T15:22:14.672Z,10.176.171.205,1.210.10.160,62545,3306,TCP,mysql,allowed,Blocked by ML: possible firewall bypass attack,0.9794
2026-07-07T15:22:14.829Z,192.168.108.155,73.208.61.177,52212,5432,TCP,postgresql,allowed,Blocked by ML: possible firewall bypass attack,0.9909
2026-07-07T15:22:16.199Z,10.195.23.225,163.4.223.227,57008,636,TCP,ldaps,allowed,Blocked by ML: possible firewall bypass attack,0.9864
